State,County,Date,Raw Description,Information type,Mitigation type,Note,UserID,Source
New Mexico,,3/14/2020,state Department of Health on Saturday announced that it has ordered nursing homes to limit visitation to people whose loved ones are receiving end-of-life care.,government,movement restriction,,DT05,https://cv.nmhealth.org/2020/03/14/health-department-nursing-homes-should-limit-most-visitors-to-prevent-potential-spread-of-covid-19/
New Mexico,,3/15/2020,"Health secretary to amend public health order, adding new restrictions to public gatherings",government,other,Restaurants are not closed but they are ordered to operate at a much lower capacity than permitted.,DT05,https://cv.nmhealth.org/2020/03/15/health-secretary-to-amend-public-health-order-adding-new-restrictions-to-public-gatherings/
New Mexico,,3/15/2020,"Gov. Michelle Lujan Grisham on Sunday issued a directive to all state agencies to accelerate remote-work initiatives in the wake of the COVID-19 public health emergency and to temporarily adjust, and in some cases suspend, certain functions in order to minimize public health risks.",government,work restriction,,SC12,https://cv.nmhealth.org/2020/03/15/governor-directs-state-government-agencies-to-minimize-face-to-face-contact-while-continuing-service-delivery/
New Mexico,,3/15/2020,"Closing all state museums, state historic sites, state parks and cultural institutions to the public effective Monday morning; state visitors centers were previously closed to the public. In government offices that provide direct service (for example, MVD), limiting staff and moving to an alternative or remote model of service; all other state government buildings and leased state offices are closed to the public",government,public service reduction,,SC12,https://cv.nmhealth.org/2020/03/15/governor-directs-state-government-agencies-to-minimize-face-to-face-contact-while-continuing-service-delivery/
New Mexico,,3/16/2020,"the amended public health order directs that all restaurants, bars, breweries, eateries and other food establishments shall operate at no greater than 50 percent of maximum occupancy and no greater than 50 percent of seating capacity. The public health order prohibits gatherings of 100 or more but includes specific exemptions for shelters, retail or grocery stores, courthouses, correction and detention facilities and hospitals, among others.",government,non-essential closing,,SC12,https://cv.nmhealth.org/2020/03/16/update-health-secretary-amends-public-health-order-adding-new-restrictions-to-public-gatherings/
New Mexico,,3/16/2020,"All of the state's public schools, grades K–12, are closed for three weeks beginning Monday (March 16), the New Mexico Public Education Department said in a statement.",government,school closing,,ME29,https://www.livescience.com/coronavirus-new-mexico.html
New Mexico,,3/18/2020,"The new public health emergency order, which will take effect Thursday, March 19, prohibits gatherings of more than 10 people.",government,movement restriction,,DT05,https://cv.nmhealth.org/2020/03/18/new-mexico-to-order-additional-closures-to-limit-spread-of-covid-19/
New Mexico,,3/18/2020,"Dine-ins are prohibited. Malls must be closed. Spas, clubs, recreational facilities are closed.",government,non-essential closing,,DT05,https://cv.nmhealth.org/2020/03/18/new-mexico-to-order-additional-closures-to-limit-spread-of-covid-19/
New Mexico,Roswell,3/18/2020,New Mexico Department of Health will be providing testing in Roswell and Las Crues,government,new public services,,DT05,https://cv.nmhealth.org/2020/03/18/department-of-health-providing-covid-19-testing-in-las-cruces/
New Mexico,Las Cruces,3/18/2020,New Mexico Department of Health will be providing testing in Roswell and Las Crues,government,new public services,,DT05,https://cv.nmhealth.org/2020/03/18/department-of-health-providing-covid-19-testing-in-las-cruces/
New Mexico,,3/23/2020,all “non-essential businesses” are ordered to close effective 8 a.m. Tuesday and “100 percent” of the state's non-essential workforce are required to work from home. The order is in effect until April 10,government,non-essential closing,,SC12,https://kvia.com/news/new-mexico/2020/03/23/new-mexicos-governor-to-issue-stay-at-home-order-due-to-coronavirus-outbreak/
New Mexico,Albuquerque,3/24/2020,The city is now closing many services in an effort to protect public health. All city buildings are now closed to the public including City Hall.,government,public service reduction,,SC12,https://www.krqe.com/health/coronavirus-new-mexico/mayor-keller-to-hold-daily-press-conference-on-coronavirus-response-in-albuquerque/
New Mexico,,3/24/2020,The state Supreme Court ordered a temporary moratorium on evictions for inability to pay rent due to economic displacement.,government,other,,,https://www.nmcourts.gov/uploads/FileLinks/a6efaf23676f4c45a95fdb3d71caea83/Order_No._20_8500_007__Staying_Execution_of_Writs_of_Restitution_in_Eviction_Proceedings_3_24_20_.pdf
New Mexico,,3/24/2020,"The prohibition on non-essential health care services, procedures, and surgeries will take effect on March 27th, 2020.",government,work restriction,,,https://www.governor.state.nm.us/wp-content/uploads/2020/03/3_24_PHO_1.pdf
New Mexico,,3/25/2020,"As of March 25, the state is instructing all residents to stay home except for outings that are essential for health, safety and welfare.",government,stay at home,,ME29,https://www.livescience.com/coronavirus-new-mexico.html
New Mexico,,3/26/2020,Gov. Michelle Lujan Grisham has formally requested that the U.S. Defense Department deploy a staffed 248-bed U.S. Army combat support hospital (CSH) to Albuquerque as a proactive measure intended to enhance the state’s treatment capacity.,government,new public services,deployment of army hospital,DT05,https://cv.nmhealth.org/2020/03/26/gov-lujan-grisham-seeks-deployment-of-army-hospital-to-n-m/
New Mexico,Los Alamos,3/27/2020,Department of Health announces COVID-19 screening in Los Alamos County,government,new public services,,DT05,https://cv.nmhealth.org/2020/03/27/department-of-health-announces-covid-19-screening-in-los-alamos-county/
New Mexico,Raton,3/27/2020,Department of Health announces COVID-19 screening in Raton County,government,new public services,,DT05,https://cv.nmhealth.org/2020/03/27/department-of-health-announces-covid-19-screening-in-los-alamos-county/
New Mexico,,3/27/2020,Gov. Michelle Lujan Grisham on Friday issued an executive order requiring air travelers to New Mexico to self-isolate for at least 14 days to help combat the spread of COVID-19.,government,movement restriction,,SC12,https://cv.nmhealth.org/2020/03/27/gov-lujan-grisham-orders-self-isolation-for-air-travelers-to-n-m/
New Mexico,,3/29/2020,Department of Health launches online tools for COVID-19 test results and advising who needs testing,government,new public services,,DT05,https://cv.nmhealth.org/2020/03/29/department-of-health-launches-online-tools-for-covid-19-test-results-and-advising-who-needs-testing/
New Mexico,,4/6/2020,"As in the original public health order, New Mexicans are instructed to stay at home except for emergency or essential outings, and non-essential businesses that had been ordered to close in-person operations must remain closed.",government,stay at home,Stay at home order extended,DT05,https://cv.nmhealth.org/2020/04/06/stay-at-home-order-extended/
New Mexico,,4/6/2020,"The Department of Health has recommended that New Mexicans wear cloth, non-medical masks when traveling outside the home for essential outings in alignment with guidance from the Centers for Disease Control and Prevention.",government,wear masks,,SC12,https://cv.nmhealth.org/2020/04/06/stay-at-home-order-extended/
New Mexico,,4/6/2020,Non-essential business closure and stay at home order extended to April30th.,government,stay at home,,SC12,https://cv.nmhealth.org/2020/04/06/governor-officially-extends-emergency-order-to-april-30/
New Mexico,,4/6/2020,"On April 6, Grisham issued an order designed to begin freeing people from jails and prisons.",government,new public services,prison,ME29,https://www.livescience.com/coronavirus-new-mexico.html
New Mexico,,4/11/2020,Mass gathering ban expanded to include houses of worship,government,movement restriction,,DT05,https://cv.nmhealth.org/2020/04/11/mass-gathering-ban-expanded-to-include-houses-of-worship/
New York,,3/2/2020,Governor Cuomo said a new cleaning protocol was being introduced in schools and for public transportation,other,other,,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,,3/2/2020,"The public health laboratory housed within the State Department of Health (DOH) is partnering with hospitals to expand surge testing capacity to 1,000 tests per day statewide for the novel coronavirus. The Wadsworth Center will provide these hospitals with instructions on how to replicate the State’s test, as well as help them purchase some of the equipment necessary to develop and validate the test. ",government,new public services,,NC52,https://www.nga.org/coronavirus/
New York,,3/2/2020,"Under a directive by the Governor, the State Department of Financial Services will require health insurers to waive cost sharing associated with testing for coronavirus.",government,other,,NC52,https://www.nga.org/coronavirus/
New York,,3/3/2020,The Governor also announced he will amend his Paid Sick Leave budget proposal to specifically protect from termination people who are required to stay home from work because they are being isolated or quarantined as a result of the novel coronavirus.,government,other,,NC52,https://www.nga.org/coronavirus/
New York,,3/3/2020,State university institutions will bring back students who are in study abroad programs in countries with high prevalence of novel coronavirus and review all study abroad programs ahead of potential expanded travel restrictions by the federal government.  ,other,other,,NC52,https://www.nga.org/coronavirus/
New York,Westchester County,3/4/2020,"About 1,000 asked to self-quarantine in Westchest",other,stay at home,,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,Westchester County,3/4/2020,Temporary closures of some schools and a synagogue,other,school closing,,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,,3/6/2020,"Cuomo also revealed 4,000 people in the state are in 14-day ""precautionary quarantine"" — including 2,700 in New York City. This 14-day precautionary measure intended for any New Yorker who has recently returned from China, Iran, Italy, South Korea or Japan but has not exhibited symptoms.",other,stay at home,Dozens others statewide under mandatory quarantine who have tested positive or been in direct contact with those who have,NC52,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,New Rochelle,3/7/2020,"Cuomo said nursing homes and senior living facilities in the vicinity of New Rochelle had been instructed to ""suspend outside visitors.""",other,other,,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,,3/7/2020,"During a briefing on the novel coronavirus, Governor Andrew M. Cuomo today declared a state of emergency to help New York more quickly and effectively contain the spread of the virus. The Governor also confirmed 32 additional cases, bringing the statewide total to 76.",government,state of emergency,,LB10,https://www.governor.ny.gov/news/novel-coronavirus-briefing-governor-cuomo-declares-state-emergency-contain-spread-virus
New York,,3/8/2020,"Cuomo urged those who could, to work from home.",other,work restriction,,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,New York City,3/8/2020,the city banned nonessential foreign travel for city employees,other,movement restriction,,PT32,https://citylimits.org/2020/03/23/following-orders-a-timeline-of-state-and-city-action-on-covid/
New York,New Rochelle,3/10/2020,"With the majority of confimed cases still in Westchester County in New Rochelle, Cuomo closed down the schools, houses of worship and large gatherings within a mile radius of the city from March 12 to March 25.",government,school closing,March 12 - March 25,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,,3/11/2020,Governor Cuomo announced that the state will provide two weeks paid leave for workers who are quarantined ,government,other,,NC52,https://www.nga.org/coronavirus/
New York,,3/12/2020,Cuomo announcing that there could be no gatherings of more than 500 people and that any gatherings of fewer than 500 had to reduce capacity by 50%.,government,events cancelled,,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,Rochester,3/12/2020,"Following guidance regarding social distancing for gatherings of larger than 50 people, events are postponed and/or canceled",government,events cancelled,Until further notice,NC52,https://www.cityofrochester.gov/article.aspx?id=21474843852
New York,Rochester,3/12/2020,The Rochester City Council is cancelling non-essential Work Sessions,government,non-essential closing,,NC52,https://www.cityofrochester.gov/coronavirus/
New York,Yonkers,3/12/2020,Yonkers Mayor Mike Spano today announced several closures and cancellations of city sponsored events and programs in its efforts to contain the spread of COVID-19,government,non-essential closing,,NC52,https://www.yonkersny.gov/Home/Components/News/News/6877/3218
New York,New York City,3/12/2020,"Mayor de Blasio also declared a state of emergency for the city, shutting down large venues like Barclays Center, Madison Square Garden and Radio City Music Hall — all which could be closed into September",other,state of emergency,shutting down venues,PT32,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,New York City,3/13/2020,"New Dorp High School has student test positive coronavirus. That school was closed Friday and will be cleaned over the weekend, with the hopes of reopening on Monday.",other,school closing,,NC52,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,New Rochelle,3/13/2020,Drive-through testing offered in New Rochelle,other,new public services,,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,Yonkers,3/13/2020,Superintendent of Schools Dr. Edwin M. Quezada and the Yonkers Board of Trustees announced all Yonkers Public Schools will be closing,government,school closing,,NC52,https://www.yonkersny.gov/Home/Components/News/News/6877/3218
New York,Yonkers,3/13/2020,Yonkers Mayor Mike Spano today announced that he has issued a state of emergency in the City of Yonkers,government,state of emergency,effective immediately,NC52,https://www.yonkersny.gov/Home/Components/News/News/6881/3218
New York,,3/14/2020,"""aggressive testing and strong social distancing protocols,"" Cuomo said about trying to slow the spread of the virus so health care systems can manage",other,other,,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,"New York City, Westchester County, Suffolk County, Nassau",3/15/2020,"Schools are ordered to close in New York City, Westchester County and Suffolk County",government,school closing,,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,Buffalo,3/15/2020,Buffalo Mayor Byron Brown declared a state of emergency,government,state of emergency,,NC52,https://spectrumlocalnews.com/nys/buffalo/coronavirus/2020/03/15/buffalo-declares-state-of-emergency-over-covid-19
New York,Buffalo,3/15/2020,Brown said there is now a capacity limit for bars and restaurants,government,movement restriction,"Those who violate those limits can face fines up to $10,000",NC52,https://spectrumlocalnews.com/nys/buffalo/coronavirus/2020/03/15/buffalo-declares-state-of-emergency-over-covid-19
New York,Erie County,3/15/2020,Erie County will close all public schools through April 20,government,school closing,through April 20,NC52,https://spectrumlocalnews.com/nys/buffalo/coronavirus/2020/03/15/buffalo-declares-state-of-emergency-over-covid-19
New York,,3/16/2020,"The Governors of Connecticut, New York and New Jersey announced a regional approach to combatting the novel coronavirus throughout the tri-state area.",government,other,Multi-state coalition to fight COVID-19,PT32,https://www.nga.org/coronavirus/
New York,,3/16/2020,The Governor issued an executive order directing all New York schools to close from March 19 – April 1.,government,other,,PT32,https://www.nga.org/coronavirus/
New York,,3/16/2020,The Governor issued an executive order delaying village elections until the April 28 primary election.,government,other,Delayed election,PT32,https://www.nga.org/coronavirus/
New York,,3/16/2020,Cuomo- State limiting crowd capacity for recreational and social gatherings to 50 people.,government,movement restriction,,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,,3/16/2020,"Restaurants and bars were also ordered to close for dining in, but they still could offer takeout or delivery. Movie theaters, gyms and casinos had to close.",other,non-essential closing,Until further notice,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,Rochester,3/16/2020,The Rochester Public Library will suspend library programs at its Central Library and 10 city neighborhood branches,government,non-essential closing,through March 31,NC52,https://www.cityofrochester.gov/coronavirus/
New York,Rochester,3/16/2020,Mayor Lovely A. Warren has declared a State of Emergency in the City of Rochester,government,state of emergency,renewable every five days,NC52,https://www.cityofrochester.gov/coronavirus/
New York,New York City,3/16/2020,NYC Health and Hospitals Corporation cancel or postpone elective procedures system-wide and to cease performing such procedures.,other,other,Non-elective procedures,PT32,https://citylimits.org/2020/03/23/following-orders-a-timeline-of-state-and-city-action-on-covid/
New York,,3/17/2020,The Governor announced legislation that guarantees job protection and pay for New Yorkers who have been quarantined. The bill also includes comprehensive paid sick leave.,government,other,,PT32,https://www.nga.org/coronavirus/
New York,,3/18/2020,"The Governor announced the United States Navy Ship Comfort, a 1000-bed hospital ship, will be deployed to New York harbor.",government,new public services,Federal government assistance,PT32,https://www.nga.org/coronavirus/
New York,New York City,3/18/2020,de Blasio announced 10 city playgrounds would be closed effective immediately,government,non-essential closing,"""If people do not follow the rules we will continue to shut them down aggressively.""",NC52,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,,3/18/2020,"All businesses must have at least 50 percent of their employees working from home, though essential services are exempt.",other,work restriction,,PT32,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
,,3/18/2020,the Governor of Pennsylvania is joining their coalition to implement a regional approach to combatting COVID-19,government,other,Expanded multi-state coalition,PT32,https://www.nga.org/coronavirus/
New York,,3/18/2020,Limiting crowd capacity for social and recreational gatherings to 50 people;,government,other,,PT32,https://www.nga.org/coronavirus/
New York,,3/18/2020,Closing restaurants and bars for on premise service and move to take-out and delivery services only; and,government,other,,PT32,https://www.nga.org/coronavirus/
New York,,3/18/2020,"Temporary closing of movie theaters, gyms, and casinos.",government,other,,PT32,https://www.nga.org/coronavirus/
New York,,3/19/2020,Cuomo ordered all businesses that rely on in-office personnel to decrease in-office employees by 75%,government,work restriction,,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,,3/19/2020,The Governor created an online portal for retired health care professionals to sign up to enlist as reserve medical staff.,other,other,,PT32,https://www.nga.org/coronavirus/
New York,,3/20/2020,Cuomo announced all non-essential businesses across the state would have to close,government,non-essential closing,"under his ""New York State on PAUSE"" order.",NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,Buffalo,3/20/2020,Mayor Byron Brown reminds the public that non-essential travel will no longer be allowed,government,movement restriction,until April 20,NC52,https://www.wivb.com/health/coronavirus/mayor-brown-discusses-citys-response-to-covid-19/
New York,Buffalo,3/20/2020,"Playgrounds, athletic courts, and fields in the city parks are closing",government,non-essential closing,,NC52,https://www.wivb.com/health/coronavirus/mayor-brown-discusses-citys-response-to-covid-19/
New York,,3/20/2020,"the temporary closure of barber shops, nail and hair salons, and related personal care services.",other,non-essential closing,,PT32,https://www.nga.org/coronavirus/
New York,,3/20/2020,"Governor Andrew M. Cuomo today announced he is signing the ""New York State on PAUSE"" executive order, a 10-point policy to assure uniform safety for everyone. It includes a new directive that all non-essential businesses statewide must close in-office personnel functions effective at 8PM on Sunday, March 22, and temporarily bans all non-essential gatherings of individuals of any size for any reason.",government,non-essential closing,,LB10,https://www.governor.ny.gov/news/governor-cuomo-signs-new-york-state-pause-executive-order
New York,New York City,3/22/2020,"De Blasio announced another 23 prisoners would be released from NYC jails, after previously releasing four people last week, in an attempt to control the rapid spread of the virus in the jails.",other,other,release prisioners,PT32,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,,3/22/2020,Leveraging the Army Corps of Engineers to repurpose four temporary hospital sites in New York State;,government,new public services,,PT32,https://www.nga.org/coronavirus/
New York,,3/22/2020,"Suspending all elective, non-critical surgeries to help expand hospital capacity.",other,other,,PT32,https://www.nga.org/coronavirus/
New York,,3/23/2020,"Gov. Andrew Cuomo announced he is mandating all New York hospitals to increase their capacity by at least 50 percent, although they should aim for 100 percent.",other,other,added medical beds,PT32,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,,3/25/2020,State of New York set up a hotline if you need to speak with a mental health professional at 1-844-863-9314.,other,other,added medical needs,PT32,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,,3/27/2020,New York learned that schools would remain closed for at least another two weeks,government,school closing,until April 15,NC52,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,Rochester,3/27/2020,"City of Rochester playgrounds, outdoor fitness equipment and athletic fields, including basketball and tennis courts, are closed until further notice",government,non-essential closing,,NC52,https://www.cityofrochester.gov/coronavirus/
New York,,3/27/2020,"New York learned Friday that schools would remain closed for at least another two weeks until April 15,",other,school closing,,PT32,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,,3/28/2020,The State Department of Health Wadsworth Lab is working in partnership with other labs to evaluate antibody testing;,government,other,testing increase,PT32,https://www.nga.org/coronavirus/
New York,,3/28/2020,"The first 1,000-bed temporary hospital at the Jacob K. Javits Convention Center is expected to open March 30, one week after construction started;",government,other,Increase bed capcity,PT32,https://www.nga.org/coronavirus/
New York,,3/28/2020,"Three additional sites – South Beach Psychiatric Center, Westchester Square, and Health Alliance will add 695 more emergency beds; and,",government,other,Increase bed capcity,PT32,https://www.nga.org/coronavirus/
New York,,3/29/2020,Cuomo ordered all nonessential workers to stay home for an additional two weeks,government,work restriction,through April 15,NC52,https://abcnews.go.com/US/timeline-cuomos-trumps-responses-coronavirus-outbreak/story?id=69914641
New York,New York City,3/29/2020,"The Governor announced a mobile testing site in Northeast Bronx, which will prioritize individuals that are among the highest risk population.",government,other,Drive thru testing,PT32,https://www.nga.org/coronavirus/
New York,New York City,3/30/2020,"The floating hospital, USNS Comfort, docking in New York City to relieve pressure on hospitals already overwhelmed with coronavirus patients",government,new public services,"The ship won't treat people with COVID-19 - 1,000 beds and 12 operation rooms are ready to bolster the overtaxed health care system",NC52,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,New York City,3/30/2020,"USNS Comfort, docking in New York City to relieve pressure on hospitals already overwhelmed with coronavirus patients.",other,other,Added medical beds,PT32,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,,3/31/2020,Fines and summonses for noncompliance to directives are being issued across,government,movement restriction,Targeting businesses and individuals,NC52,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,,3/31/2020,"The Governor announced the formation of the Central Coordinating Team (the Team), a hospital network tasked with facilitating a coordinated and strategic approach to implement the statewide public-private partnership",government,other,Public-private partnership,,https://www.nga.org/coronavirus/
New York,,4/1/2020," The Governor announced that New York-based Regeneron Pharmaceuticals is manufacturing 500,000 test kits for the state at no charge. Additional private sector donations include: Regeneron is donating 25,000 kits per day;, Apple donated 1.9 million masks; and, Corning donated 100,000 tubes and provided an additional 500,000 tubes to the state at reduced cost and expedited delivery.",government,other,expasion of PPE and testing kit produciton,LB10,https://www.nga.org/coronavirus/
New York,New York City,4/1/2020,Cuomo announced he is closing all New York City playgrounds in an attempt to curb the spread of the virus.,other,other,,PT32,https://www.nga.org/coronavirus/
New York,New York City,4/2/2020,NYC Mayor Bill de Blasio advised all New Yorkers to wear some kind of facemask when going outside or around people,government,wear masks,"emphasized something like a scarf or bandanna works perfectly, and the professional surgical masks should be reserved for medial workers and first responders.",NC52,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,New York City,4/2/2020,The New York City Department of Health and Mental Hygiene recommends that all New Yorkers wear a face covering when outside of their home to help stop the spread of coronavirus disease 2019 (COVID-19).,government,wear masks,,LB10,https://www.nga.org/coronavirus/
New York,,4/2/2020,"The Governor announced several updates related to the state’s ongoing response: The state Department of Health approved Northwell’s protocol allowing BiPAP machines to be converted into ventilators; The state is conducting a hospital-by-hospital survey on a nightly basis to take inventory of every state’s medical materials; 21,000 out-of-state individuals have volunteered to work in New York’s hospital system on a temporary basis as part of the state’s surge healthcare workforce; and, Consumers and businesses experiencing financial hardship due to the pandemic may defer paying premiums under individual and small group health insurance policies.",government,other,updates to healthcare system reponse,LB10,https://www.nga.org/coronavirus/
New York,,4/2/2020,"The Governor announced and the President approved allowing the state-owned Javits Center, a 2-500 emergency medical facility being operated by the U.S. Army, to accept COVID positive patients.",government,new public services,emergency medical facility approved to accept 2500 covid positive patients,LB10,https://www.nga.org/coronavirus/
New York,,4/3/2020,The Governor announced an executive order allowing the state to redistribute ventilators and personal protective equipment from institutions that don’t currently need them and redeploy the equipment to other hospitals with the greatest need.,government,other,redistribute of ventilators,LB10,https://www.nga.org/coronavirus/
New York,,4/3/2020,"The Governor launched a website that will provide New York State’s comprehensive coronavirus testing data to the public, which will be updated daily with the latest data.",government,new public service,covid19 data released to public,LB10,https://www.nga.org/coronavirus/
New York,New York City,4/3/2020,"The Governor announced the federal government is deploying approximately 1,000 personnel to New York, including doctors, nurses, respiratory technicians and therapists.",government,other,1000 healthcare worker deployed to NYC,LB10,https://www.nga.org/coronavirus/
New York,,4/6/2020,Cuomo ordered schools and non-essential businesses to be closed until April 29,government,school closing; non-essential closing,,NC52,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,,4/6/2020,Cuomo announced he is increasing the maximum fine for those who do not comply with social distancing measures,government,movement restriction,increased to $1000,NC52,https://www.nbcnewyork.com/news/local/timeline-tracking-the-spread-of-covid-19-in-tri-state/2313123/
New York,New York City,4/6/2020,Mayor's office of animal welfare releases guide lines on covid-19 and animals,government,other,,LB10,https://www.nga.org/coronavirus/
New York,,4/7/2020,"The Governor signed an executive order allowing the state to redistribute ventilators and personal protective equipment to hospitals with the highest need, and extended the NYS on Pause functions for an additional two weeks until April 29. The order also allows medical schools that are slated to graduate to begin practicing immediately to assist with the state’s surge health care force.",government,other,equipment redistribution and allowing med school grads to immediately begin practicing,LB10,https://www.nga.org/coronavirus/
New York,,4/7/2020,The Governor announced the state will invest in private companies to bring rapid COVID-19 testing to scale and accelerate testing capacity.,government,other,increase investment in private companies to increase tests,LB10,https://www.nga.org/coronavirus/
New York,New York City,4/8/2020,"The New York Road Runners donated $100,000 to the Mayor’s Fund to Advance New York City to provide 10,000 meals to frontline healthcare workers in the New York City Health + Hospitals system. Last week, they donated 20,000 pairs of examination gloves to the City. NYRR will continue to partner with the City to provide needed supplies to New Yorkers.",government,other,food donations,LB10,https://www.nga.org/coronavirus/
New York,New York City,4/8/2020,"Mayor Bill de Blasio and Department of Consumer and Worker Protection (DCWP) Commissioner Lorelei Salas today announced the Department has filed three additional cases against repeat price gougers for knowingly increasing prices in violation of DCWP’s regulations under the City’s Consumer Protection Law. DCWP issued a total of 203 violations to three businesses for selling face masks, hand sanitizer, cough medicine and other products at drastically increased prices. In one particularly egregious example, one business was charging a consumer $20.00 for one N95 face mask. The cases will be heard at the City's Office of Administrative Trials and Hearings (OATH) where DCWP is seeking a total of up to $101,500 in fines. On March 25, DCWP filed its first case against a repeat offender of its price gouging regulations.",government,other,More lawsuits against price goungers filed,LB10,https://www.nga.org/coronavirus/
New York,New York City,4/9/2020,Emergency executive order extending local state of emergency in NYC extended for 30 days,government,state of emergency,,LB10,https://www.nga.org/coronavirus/
New York,,4/9/2020,"The Governor announced five testing facilities downstate in primarily minority communities, bringing the state’s total number of testing facilities to nine.",government,other,5 more testing facilities openned,LB10,https://www.nga.org/coronavirus/
New York,,4/9/2020,"The Governor appealed to all New Yorkers who have recovered from COVID-19 to contact the state and donate blood plasma, which has antibodies against the virus and could assist with treatment development.",government,other,call for blood donations to gather covid19 antibodies,LB10,https://www.nga.org/coronavirus/
New York,,4/10/2020,First drop in number of covid-19 patient in ICU in New York,other,other,,LB10,https://www.nga.org/coronavirus/
New York,New York City,4/10/2020,Massive spike NYC cardiac arrest deaths seen as a sign of under counting covid-19 deaths. NYC had a 400% increase of at home cardiac arrest deaths in late March and early April,other,other,,LB10,https://www.nga.org/coronavirus/
New York,,4/10/2020,"The Governor announced an additional $200 million in emergency food assistance will be available for more than 700,000 low-income households enrolled in the Supplemental Nutrition Assistance Program.",government,new public services,$200 million emergency food assistance released,LB10,https://www.nga.org/coronavirus/
New York,,4/10/2020,The Governor announced new partnerships with the private sector to provide housing for frontline medical workers.,government,other,increased housing for frontline medical workers,LB10,https://www.nga.org/coronavirus/
New York,New York City,4/11/2020,Mayor de Blasio said New York City public schools would remain closed until the fall,other,school closing,,PT32,https://www.nga.org/coronavirus/
New York,,4/13/2020,"The Governor announced the formation of a regional coalition with New Jersey Governor Phil Murphy, Connecticut Governor Ned Lamont, Pennsylvania Governor Tom Wolf, Delaware Governor John Carney, Massachusetts Governor Charlie Baker, and Rhode Island Governor Gina Raimondo to develop a unified regional framework to gradually lift the states’ stay at home orders while minimizing the risk of increased spread of the virus.",government,other,regional coalition formed to determine re-openning states,LB10,https://www.nga.org/coronavirus/
New York,,4/15/2020,"The Governor issued an executive order requiring all people in New York to wear a mask or a face covering when in public and in situations where social distancing cannot be maintained, such as on public transportation.The Governor issued an executive order requiring all people in New York to wear a mask or a face covering when in public and in situations where social distancing cannot be maintained, such as on public transportation.",government,wear masks,executive order requireing masks to be worn in public,LB10,https://www.nga.org/coronavirus/
New York,,4/16/2020,"The Governor announced all NYS on Pause restrictions and closures will be extended until May 15, after which the states will re-evaluate additional closure periods.",government,stay at home,stay at home order extended to May 15,LB10,https://www.nga.org/coronavirus/
